id,title,director,year,country,criticScore,userScore,poster,rtUrl,imdbRating,imdbKeywords,image
836,Curse of the Cannibal Confederates,Tony Malanowski,1982,United States,,25,https://resizing.flixster.com/Iyx7Y87cEcYxaH-eSMM2c2xQT4U=/206x305/v1.bTsxMTU0NTQ1MjtqOzE3MzY4OzEyMDA7NzMwOzEzNTA,https://rottentomatoes.com/m/curse_of_the_cannibal_confederates_1982,2.1,gore::zombie,/content/images/curse_of_the_cannibal_confederates1982.png
837,Dark Sanity,Martin Green,1982,United States,,,https://resizing.flixster.com/p2HRKl_wlW2zAgUzbXu6Cu4tjk0=/206x305/v1.bTsxMjEzMjI3NDtqOzE3Mjg1OzEyMDA7MjEzOzQwMA,https://rottentomatoes.com/m/dark_sanity,3.5,,/content/images/dark_sanity1982.png
838,Death Screams,David Nelson,1982,United States,,,,,4.4,graveyard::gore::slasher,/content/images/death_screams1982.png
839,Dogs of Hell,Worth Keeter,1982,United States,,,,,,,/content/images/dogs_of_hell1982.png
840,Don't Go to Sleep,Richard Lang,1982,,,66,https://resizing.flixster.com/JM4bTptcrsgEpp7YmxPuim47M4M=/206x305/v1.bTsxMTYyMzI4MztqOzE3MzY5OzEyMDA7NjY2OzY2Ng,https://rottentomatoes.com/m/dont_go_to_sleep,6.9,ghost::doll,/content/images/dont_go_to_sleep1982.png
841,The Dorm That Dripped Blood,Jeffrey Obrow,1982,United States,0,23,https://resizing.flixster.com/GbLiF-o59hVuGJ9VPJGt2Hj_Q0U=/206x305/v1.bTsxMTIxOTc5NztqOzE3MzY0OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/the_dorm_that_dripped_blood,4.9,gore::slasher,/content/images/the_dorm_that_dripped_blood1982.png
842,Forbidden World,Allan Holzman,1982,United States,60,32,https://resizing.flixster.com/hHIDcwYhvtlvafrgDtCfI9fjWso=/206x305/v1.bTsxMTIyMDE2MjtqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/forbidden_world,5.3,alien::gore::monster,/content/images/forbidden_world1982.png
843,Friday the 13th Part III,Steve Miner,1982,United States,12,42,https://resizing.flixster.com/mT5yv-yaXJlj17o097CHQdn0_QI=/206x305/v1.bTsxMTE3MjYxMDtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/friday_the_13th_part_3,5.7,slasher::gore,/content/images/friday_the_13th_part_iii1982.png
844,Halloween III: Season of the Witch,Tommy Lee Wallace,1982,United States,37,25,https://resizing.flixster.com/Y-0aVwDa67XLykHfAUKogUse2aw=/206x305/v1.bTsxMTIwOTk2MztqOzE3MzY0OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/halloween_3_season_of_the_witch,4.6,witchcraft,/content/images/halloween_iii_season_of_the_witch1982.png
845,Honeymoon Horror,Harry Preston,1982,United States,,0,https://resizing.flixster.com/yKVrvGiXB8JhiU1rQaKwX9kNWmc=/206x305/v1.bTsxMjM1ODY2ODtqOzE3Mjg4OzEyMDA7OTA7MTYw,https://rottentomatoes.com/m/honeymoon_horror,3.6,slasher,/content/images/honeymoon_horror1982.png
846,Hospital Massacre,Boaz Davidson,1982,United States,,21,https://resizing.flixster.com/_oYxV5_Zw5LxumF5AbvQTWAl75Y=/206x305/v1.bTsxMTMxMzE5NTtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/hospital_massacre,,,/content/images/hospital_massacre1982.png
847,Humongous,Paul Lynch,1982,Canada,0,24,https://resizing.flixster.com/Elu34Z-9phzHZNFcB_5N0ZGNlkE=/206x305/v1.bTsxMDkxNzY1NjtqOzE3MzYxOzEyMDA7NTgwOzg5OA,https://rottentomatoes.com/m/humongous,4.4,monster::slasher,/content/images/humongous1982.png
848,Invitation to Hell,Michael J. Murphy,1982,United Kingdom,,,,,,,/content/images/invitation_to_hell1982.png
849,The Last Horror Film,David Winters,1982,United States,,,,,5.5,gore::slasher,/content/images/the_last_horror_film1982.png
850,The Living Dead Girl,Jean Rollin,1982,France,,43,https://resizing.flixster.com/NlXxyk_7qFIM3KrtDgoRz4g3jfY=/206x305/v1.bTsxMTYxNzIxOTtqOzE3MzY5OzEyMDA7MzUxOzQ3NQ,https://rottentomatoes.com/m/living_dead_girl,5.8,gore,/content/images/the_living_dead_girl1982.png
851,Madman,Joe Giannone,1982,United States,,,,,,,/content/images/madman1982.png
852,Manhattan Baby,Lucio Fulci,1982,Italy,,,,,4.8,zombie::gore::paranormal::possession::demon,/content/images/manhattan_baby1982.png
853,The New York Ripper,Lucio Fulci,1982,Italy,17,54,https://resizing.flixster.com/QMMOe2Ob17Smh20Ne2JpNARPOgw=/206x305/v1.bTsxMTIwNTI5NTtqOzE3MzY0OzEyMDA7MTAyNDsxMzY1,https://rottentomatoes.com/m/new_york_ripper,6.4,gore::slasher::hotel,/content/images/the_new_york_ripper1982.png
854,Next of Kin,Tony Williams,1982,Australia & New Zealand,,61,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/1014945-next_of_kin,,,/content/images/image-404-alt.png
855,Night Warning,William Asher,1982,United States,,,,,6.6,gore::slasher,/content/images/night_warning1982.png
856,Parasite,Charles Band,1982,United States,11,13,https://resizing.flixster.com/4J88hsTHgjn3d1BiNZmCwwbdXIQ=/206x305/v1.bTsxMTYxODEzNjtqOzE3MzY5OzEyMDA7NzMwOzEzMTI,https://rottentomatoes.com/m/parasite_1982,,,/content/images/parasite1982.png
857,Pieces,Juan Piquer Sim&oacute;n,1982,United States & Spain & Puerto Rico,,,,,,,/content/images/pieces1982.png
858,Poltergeist,Tobe Hooper,1982,United States,88,78,https://resizing.flixster.com/xa_TKt9IzteREBOsGPgImWToGFA=/206x305/v1.bTsxMTE2ODExMTtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/poltergeist,7.4,ghost::haunting::haunted house::clown,/content/images/poltergeist1982.png
859,Q,Larry Cohen,1982,United States,65,42,https://resizing.flixster.com/POo0Nux8cHpolrRYOix560PxP0s=/206x305/v1.bTsxMTIxNjA0NDtqOzE3MzY0OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/q,,,/content/images/q1982.png
860,Satan's Mistress,James Polakof,1982,United States,,60,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/satans_mistress,2.9,demon::ghost::monster::gore::possession,/content/images/image-404-alt.png
861,The Sender,Roger Christian,1982,United Kingdom,,31,https://resizing.flixster.com/zHXC0gGyebc_lLsJZcHi6CEjzWo=/206x305/v1.bTsxMDgzOTg3MDtqOzE3MzYwOzEyMDA7Nzc7MTQw,https://rottentomatoes.com/m/1018569-sender,,,/content/images/the_sender1982.png
862,The Slayer,J.S. Cardone,1982,United States,,28,https://resizing.flixster.com/Rd594hFmlVhSCRbJ3lbrNl3IQW0=/206x305/v1.bTsxMTYxOTA1MDtqOzE3MzY5OzEyMDA7NTgwOzg5OQ,https://rottentomatoes.com/m/1019176-slayer,,,/content/images/the_slayer1982.png
863,The Slumber Party Massacre,Amy Holden Jones,1982,United States,36,45,https://resizing.flixster.com/vC84o06rQkqw5I9nKmcN7fMBfE8=/206x305/v1.bTsxMjIwMTk0MTtqOzE3Mjg2OzEyMDA7MzMzOzQ3NQ,https://rottentomatoes.com/m/slumber_party_massacre,5.7,gore::slasher,/content/images/the_slumber_party_massacre1982.png
864,Tenebrae,Dario Argento,1982,Italy,,,,,7.2,slasher::gore,/content/images/tenebrae1982.png
865,The Thing,John Carpenter,1982,United States,81,92,https://resizing.flixster.com/hKSWBcVYL-3kvOEzBKSbyx8eFdw=/206x305/v1.bTsxMTE2ODg5NTtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/1021244-thing,8.2,isolation::alien::gore::infection::monster,/content/images/the_thing1982.png
866,Unhinged,Don Gronquist,1982,United States,,25,https://resizing.flixster.com/3mKUqvgZx5-k-9Doap-7KUzgFVs=/206x305/v1.bTsxMTYyMDY4NDtqOzE3MzY5OzEyMDA7NDU5OzY0OA,https://rottentomatoes.com/m/unhinged,,,/content/images/unhinged1982.png
867,Variola Vera,Goran Marković,1982,Socialist Federal Republic of Yugoslavia,,89,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/variola_vera,8.3,,/content/images/image-404-alt.png
868,La Villa delle anime maledette,Carlo Ausino,1982,Italy,,,,,3.5,haunted house::ghost,/content/images/la_villa_delle_anime_maledette1982.png
869,Visiting Hours,Jean-Claude Lord,1982,Canada,15,25,https://resizing.flixster.com/FRUNvp9RNYR22geOAVjgrRg6Bzo=/206x305/v1.bTsxMTYxODkyMztqOzE3MzY5OzEyMDA7NzY4OzEwMjQ,https://rottentomatoes.com/m/visiting_hours,5.5,doll::slasher,/content/images/visiting_hours1982.png
870,American Nightmare,Don McBrearty,1983,Canada,,19,https://resizing.flixster.com/KNxKSt-wAIFZ25OeF3xdzNAK2Hc=/206x305/v1.bTsxMTIxNDcxODtqOzE3MzY0OzEyMDA7MTQzMTsyMTM0,https://rottentomatoes.com/m/1000849-american_nightmare,,,/content/images/american_nightmare1983.png
871,A Blade in the Dark,Lamberto Bava,1983,Italy,,37,https://resizing.flixster.com/Z03-W1ibDnuKMYxWjbbXdM6SjUE=/206x305/v1.bTsxMTIxNDIxNztqOzE3MzY0OzEyMDA7OTk5OzEzMzI,https://rottentomatoes.com/m/blade_in_the_dark,6.0,slasher::gore,/content/images/a_blade_in_the_dark1983.png
872,Boogeyman II,Bruce Starr,1983,United States,,11,https://resizing.flixster.com/nwlPmUSCLzlAGAPgLlx7lpV0ZoM=/206x305/v1.bTsxMjM1ODYyNDtqOzE3Mjg4OzEyMDA7MjUwOzQwMA,https://rottentomatoes.com/m/the_boogeyman_ii,,,/content/images/boogeyman_ii1983.png
873,Chained Heat,Paul Nicholas,1983,United States,56,43,https://resizing.flixster.com/-RFPzr0w3mBWUS3YzIzE0K8kOik=/206x305/v1.bTsxMTIzMjExOTtqOzE3MzY1OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/chained_heat,4.8,,/content/images/chained_heat1983.png
874,Christine,John Carpenter,1983,United States,68,63,https://resizing.flixster.com/uGYIcnSQ8my94huUCSxRnLeuz5M=/206x305/v1.bTsxMTYxNDk1MjtqOzE3MzY5OzEyMDA7NzI5Ozk3Mg,https://rottentomatoes.com/m/christine,,,/content/images/christine1983.png
875,Cujo,Lewis Teague,1983,United States,60,45,https://resizing.flixster.com/l5Z4GLuGc7vjh8fHNbxENwCLLgI=/206x305/v1.bTsxMTQ1MzkwMjtqOzE3MzY3OzEyMDA7MTEyNTsxNTAw,https://rottentomatoes.com/m/cujo,6.0,based on novel::isolation,/content/images/cujo1983.png
876,Curtains,"Richard Ciupka, Jonathan Stryker",1983,Canada,60,39,https://resizing.flixster.com/yaVRoSy0hd1jgR0-NUnL9NUjeyY=/206x305/v1.bTsxMjExMDA0MTtqOzE3Mjg1OzEyMDA7MTUwOzIyMQ,https://rottentomatoes.com/m/curtains,5.8,doll::slasher,/content/images/curtains1983.png
877,The Dead Zone,David Cronenberg,1983,,90,76,https://resizing.flixster.com/rrfzKCFevi8u4gwnHYe6bcA49vI=/206x305/v1.bTsxMTI5MDk3NTtqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/dead_zone,7.2,based on novel,/content/images/the_dead_zone1983.png
878,The Deadly Spawn,Douglas McKeown,1983,United States,,52,https://resizing.flixster.com/KFtuDU9ea5TlwUgKF86vEZIf0VI=/206x305/v1.bTsxMTI5MTg0MztqOzE3MzY1OzEyMDA7MTIxNTsyMTk4,https://rottentomatoes.com/m/return_of_the_aliens_the_deadly_spawn_1983,6.2,alien::monster::gore,/content/images/the_deadly_spawn1983.png
879,Death Warmed Up,David Blyth,1983,Australia & New Zealand,,,,,,,/content/images/death_warmed_up1983.png
880,Le D&eacute;mon dans l'&icirc;le,Francis Leroi,1983,France,,,,,,,/content/images/le_deacutemon_dans_licircle1983.png
881,The Demon Murder Case,William Hale,1983,United States,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/the_demon_murder_case,5.3,demon::exorcism::possession,/content/images/image-404-alt.png
882,The Demons of Ludlow,Bill Rebane,1983,United States,,12,https://resizing.flixster.com/se2qDGV970GVLBhJ4X1bvCcGl1M=/206x305/v1.bTsxMTU0NDg3MztqOzE3MzY4OzEyMDA7NDMwOzYwOQ,https://rottentomatoes.com/m/demons_of_ludlow,2.9,demon::haunting::ghost::possession,/content/images/the_demons_of_ludlow1983.png
883,The Devonsville Terror,Ulli Lommel,1983,United States,,25,https://resizing.flixster.com/jX8DT5ECzcI6j8tX_zPU2ZCNO-o=/206x305/v1.bTsxMjM2MDgyMjtqOzE3Mjg4OzEyMDA7Nzc7MTQw,https://rottentomatoes.com/m/devonsville_terror,4.5,witchcraft,/content/images/the_devonsville_terror1983.png
884,Dracula Tan Exarchia,Nikos Zervos,1983,Greece,,,,,,,/content/images/dracula_tan_exarchia1983.png
885,Eyes of Fire,Avery Crounse,1983,United States,,73,https://resizing.flixster.com/tHng54FhGgHOy9-7i5AYnkz7mro=/206x305/v1.bTsxMTMxMjM4MztqOzE3MzY1OzEyMDA7OTMzOzE2MDA,https://rottentomatoes.com/m/eyes_of_fire,6.4,haunting::satanism::ghost::demon::witchcraft,/content/images/eyes_of_fire1983.png
886,The Forest,Donald M. Jones,1983,United States,,14,https://resizing.flixster.com/-EE0UghIfy-xQpOl9_xNkR_rOh4=/206x305/v1.bTsxMjAyODU4MjtqOzE3Mjg0OzEyMDA7MjM0OzQwMA,https://rottentomatoes.com/m/the-forest-1982,,,/content/images/the_forest1983.png
887,Frightmare,Norman Thaddeus Vane,1983,United States,,19,https://resizing.flixster.com/Xap6iJiyYY4mgK8BD4TVnU_7zZw=/206x305/v1.bTsxMTI5ODE0NTtqOzE3MzY1OzEyMDA7MTkyMDsyODM5,https://rottentomatoes.com/m/frightmare_1983,4.2,zombie::ghost::slasher,/content/images/frightmare1983.png
888,House of the Long Shadows,Pete Walker,1983,United Kingdom,,43,https://resizing.flixster.com/BWElE-euNnk8LsldrgdMZyaOx8o=/206x305/v1.bTsxMjI2NTY4MTtqOzE3Mjg2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/house_of_the_long_shadows,6.4,slasher::based on novel,/content/images/house_of_the_long_shadows1983.png
889,The House on Sorority Row,Mark Rosman,1983,United States,50,35,https://resizing.flixster.com/M0SAseKA4TYOKG9U9GB7pWz2zYU=/206x305/v1.bTsxMTIyNDk5MTtqOzE3MzY0OzEyMDA7MTAwMDsxNTAw,https://rottentomatoes.com/m/house_on_sorority_row,6.1,slasher::clown,/content/images/the_house_on_sorority_row1983.png
890,The Hunger,Tony Scott,1983,United Kingdom,48,66,https://resizing.flixster.com/VehcTBZQptC7XV8Hz4-kPwfEBX4=/206x305/v1.bTs5NTgzNjIyO2o7MTczNDU7MTIwMDszMDA7NDk0,https://rottentomatoes.com/m/the_hunger,,,/content/images/the_hunger1983.png
891,Jaws 3-D,Joe Alves,1983,United States,11,17,https://resizing.flixster.com/CK8LN-WgpwjtSAHEBj5J8wp1Yuw=/206x305/v1.bTsxMTI5MDIzMDtqOzE3MzY1OzEyMDA7MTUyMTsyMTQx,https://rottentomatoes.com/m/jaws_3,3.6,shark,/content/images/jaws_3d1983.png
892,Julie Darling,Paul Nicholas,1983,Canada & West Germany,,,,,6.4,,/content/images/julie_darling1983.png
893,The Keep,Michael Mann,1983,United Kingdom,36,43,https://resizing.flixster.com/j3VcHeX0sFgCpIkXnnwZS1gl1U0=/206x305/v1.bTsxMTI5NjE0ODtqOzE3MzY1OzEyMDA7MTIwMDsxNjAw,https://rottentomatoes.com/m/keep,5.8,demon::monster::devil::vampire::based on novel,/content/images/the_keep1983.png
894,The Killing of Satan,Efren C. Pi&ntilde;on,1983,Philippines,,,,,4.9,snake::devil,/content/images/the_killing_of_satan1983.png
895,Mausoleum,Michael Dugan,1983,United States,,30,https://resizing.flixster.com/UWV5SaZv_-pde6-tSxu_ZpOcLt0=/206x305/v1.bTsxMTIzMzkyODtqOzE3MzY1OzEyMDA7ODAwOzExMDQ,https://rottentomatoes.com/m/mausoleum,,,/content/images/mausoleum1983.png
896,Microwave Massacre,Wayne Berwick,1983,United States,,35,https://resizing.flixster.com/rWGg_zpPW8iGl93SKqTYFKk4nKc=/206x305/v1.bTsxMjM1NzQ1MTtqOzE3Mjg4OzEyMDA7MjQ4OzQwMA,https://rottentomatoes.com/m/microwave_massacre,3.8,gore,/content/images/microwave_massacre1983.png
897,Mongrel,Robert A. Burns,1983,United States,,,,,,,/content/images/mongrel1983.png
898,Mortuary,Howard Avedis,1983,United States,,,,,5.0,slasher::gore,/content/images/mortuary1983.png
899,Nightmares,Joseph Sargent,1983,United States,17,32,https://resizing.flixster.com/7rScZfbiAnWM9_Aid8HT60O8N0k=/206x305/v1.bTsxMTIwODc0OTtqOzE3MzY0OzEyMDA7MTI3NzsxODc1,https://rottentomatoes.com/m/nightmares,,,/content/images/nightmares1983.png
900,One Dark Night,Tom McLoughlin,1983,United States,,,,,,,/content/images/one_dark_night1983.png
901,Panic Beats,Paul Naschy,1983,Spain,,19,https://resizing.flixster.com/m6wzUVT6pesxYNQ03tpNkvwhTmg=/206x305/v1.bTsxMjExNDExNjtqOzE3Mjg1OzEyMDA7OTg7MTQw,https://rottentomatoes.com/m/panic_beats,5.8,graveyard::gore::ghost,/content/images/panic_beats1983.png
902,Psycho II,Richard Franklin,1983,United States,59,53,https://resizing.flixster.com/qrqvq-mz_99D_8A2Od0EjiUSeGA=/206x305/v1.bTsxMTM3MzAzNTtqOzE3MzY2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/psycho_2,6.4,graveyard::slasher,/content/images/psycho_ii1983.png
903,Scalps,Fred Olen Ray,1983,United States,,13,https://resizing.flixster.com/FQjZieE0xA9hr_dlDXT4s4HPbgI=/206x305/v1.bTsxMTU0ODcxNztqOzE3MzY4OzEyMDA7NjY2Ozk5Mg,https://rottentomatoes.com/m/1131158-scalps,3.6,ghost::possession::slasher::gore::demon,/content/images/scalps1983.png
904,Screamtime,Michael Armstrong,1983,United Kingdom,,,,,4.8,slasher::ghost::monster::puppet::haunted house,/content/images/screamtime1983.png
905,Skullduggery,Ota Richter,1983,Canada,,,,,,,/content/images/skullduggery1983.png
906,Sledgehammer,David A. Prior,1983,United States,,,https://resizing.flixster.com/QX5vqBi0O-OaC3B60Av1KuwV9do=/206x305/v1.bTsxMjIyNDc4NjtqOzE3Mjg2OzEyMDA7NzUwOzEwNzk,https://rottentomatoes.com/m/sledgehammer,,,/content/images/sledgehammer1983.png
907,Sleepaway Camp,Robert Hiltzik,1983,United States,83,60,https://resizing.flixster.com/l1s_xkcXfaugVouD5qJmnUdtQmQ=/206x305/v1.bTsxMTYxNDgwNjtqOzE3MzY5OzEyMDA7Nzk4OzEwNjQ,https://rottentomatoes.com/m/sleepaway_camp,6.3,slasher::snake,/content/images/sleepaway_camp1983.png
908,Sole Survivor,Thom Eberhardt,1983,United States,,56,https://resizing.flixster.com/Zxj0wff2Ff8f_Kst4cAAhH5MXiM=/206x305/v1.bTsxMTIyNjkyMDtqOzE3MzY0OzEyMDA7MTUyMjsyMTQ1,https://rottentomatoes.com/m/sole_survivor,,,/content/images/sole_survivor1983.png
909,Something Wicked This Way Comes,Jack Clayton,1983,United States,58,64,https://resizing.flixster.com/wT25ejRr66gEu4KqYXCo_n44TJI=/206x305/v1.bTsxMTIwODIwMTtqOzE3MzY0OzEyMDA7MTUwMDsyMDAw,https://rottentomatoes.com/m/something_wicked_this_way_comes,6.8,devil::clown::graveyard::based on novel,/content/images/something_wicked_this_way_comes1983.png
910,Spasms,William Fruet,1983,Canada,,6,https://resizing.flixster.com/yRU9pGFhh8LClC_AqDgVewW6tIs=/206x305/v1.bTsxMjE5MDAwNDtqOzE3Mjg2OzEyMDA7MTUwOzIzMA,https://rottentomatoes.com/m/spasms,4.8,snake::monster::based on novel,/content/images/spasms1983.png
911,Sweet Sixteen,Jim Sotos,1983,United States,,20,https://resizing.flixster.com/nab_KJLJfgmzTP7tNUFVLcFhCDk=/206x305/v1.bTsxMjEyMjc0NDtqOzE3Mjg1OzEyMDA7MjI2OzQwMA,https://rottentomatoes.com/m/sweet_sixteen_1983,,,/content/images/sweet_sixteen1983.png
912,Thriller,John Landis,1983,United States,,88,https://resizing.flixster.com/npZzKsW3G1p6Qaej3E30robyuWs=/206x305/v1.bTsxMjMwMjI5OTtqOzE3Mjg3OzEyMDA7MzkwOzE1MA,https://rottentomatoes.com/m/thriller,,,/content/images/thriller1983.png
913,Videodrome,David Cronenberg,1983,Canada,78,81,https://resizing.flixster.com/yOJgl2aXHUxAEf9muBqX2oMsPhg=/206x305/v1.bTsxMTIxNDAxMTtqOzE3MzY0OzEyMDA7MTE4ODsxNTg0,https://rottentomatoes.com/m/videodrome,7.3,hotel::gore,/content/images/videodrome1983.png
914,Xtro,Harry Bromley Davenport,1983,United Kingdom,20,36,https://resizing.flixster.com/vncoeUORvOnrwfDa-jWf2H6EAR4=/206x305/v1.bTsxMTYxNDk0MDtqOzE3MzY5OzEyMDA7MzUzOzUwMA,https://rottentomatoes.com/m/xtro,,,/content/images/xtro1983.png
915,Zeder,Pupi Avati,1983,Italy,,46,https://resizing.flixster.com/iCeh_FfRSHQTW1zBZYCJhlxSGR8=/206x305/v1.bTsxMTIwOTUxMztqOzE3MzY0OzEyMDA7MTAxNjsxNDUw,https://rottentomatoes.com/m/zeder,6.3,zombie,/content/images/zeder1983.png
916,"The Barbaric Beast of Boggy Creek, Part II",Charles B. Pierce,1984,United States,,,,,2.3,monster,/content/images/the_barbaric_beast_of_boggy_creek_part_ii1984.png
917,Bog,Don Keeslar,1984,United States,,16,https://resizing.flixster.com/ZvgvQt7REQgE3lPXr_R9amq4ry4=/206x305/v1.bTsxMjIwMTE5OTtqOzE3Mjg2OzEyMDA7MzU2OzUwMA,https://rottentomatoes.com/m/boggy_creek_2,,,/content/images/bog1984.png
918,C.H.U.D.,Douglas Cheek,1984,United States,23,32,https://resizing.flixster.com/woyv5kb7Mf2qTkSMLfF37c2GJEo=/206x305/v1.bTsxMTI5MTE2NztqOzE3MzY1OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/chud,5.5,gore::zombie::monster,/content/images/chud1984.png
919,Children of the Corn,Fritz Kiersch,1984,United States,38,40,https://resizing.flixster.com/RgEfqJAVYCrKN5Nw2YOBfA_flhM=/206x305/v1.bTsxMTM3MjYxMztqOzE3MzY2OzEyMDA7MTUzNjsyMDQ4,https://rottentomatoes.com/m/1004047-children_of_the_corn,5.6,,/content/images/children_of_the_corn1984.png
920,The Company of Wolves,Neil Jordan,1984,United Kingdom,77,73,https://resizing.flixster.com/WnMJM9BV3jK2FfmRTjWsuXTY1ZE=/206x305/v1.bTsxMjE4NTMzMTtqOzE3Mjg2OzEyMDA7MTk4OzI2NA,https://rottentomatoes.com/m/company_of_wolves,6.8,werewolf::doll::gore::snake::demon::devil::monster,/content/images/the_company_of_wolves1984.png
921,Deadly Intruder,John McCauley,1984,United States,,42,https://resizing.flixster.com/r0YpReUUA1ttjAUzoDmWWOcedPo=/206x305/v1.bTsxMjEzMjMxMTtqOzE3Mjg1OzEyMDA7MTQ0OzI2MA,https://rottentomatoes.com/m/deadly_intruder,,,/content/images/deadly_intruder1984.png
922,Don't Open Till Christmas,Edmund Purdom,1984,United Kingdom,,11,https://resizing.flixster.com/QXKw9Jv0e2DSnTCOLTXbLJoOL8E=/206x305/v1.bTsxMjExNTc4NztqOzE3Mjg1OzEyMDA7Mjg0OzQwNQ,https://rottentomatoes.com/m/dont_open_till_christmas,4.0,slasher,/content/images/dont_open_till_christmas1984.png
923,Friday the 13th: The Final Chapter,Joseph Zito,1984,United States,25,50,https://resizing.flixster.com/9ZrtH9jTDNyg3rZbug1hqQc7sEs=/206x305/v1.bTsxMTE3MjYxMTtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/friday_the_13th_the_final_chapter,5.9,slasher::gore,/content/images/friday_the_13th_the_final_chapter1984.png
924,Gremlins,Joe Dante,1984,United States,85,77,https://resizing.flixster.com/kPrq8nUpI1B5Trxa9D9OTRpBL-U=/206x305/v1.bTsxMTE3MDc5NDtqOzE3MzY0OzEyMDA7ODAwOzEyMDA,https://rottentomatoes.com/m/gremlins,7.2,monster::puppet,/content/images/gremlins1984.png
925,Hunters of the Night,Visa M&auml;kinen,1984,Finland,,,,,5.1,,/content/images/hunters_of_the_night1984.png
926,The Initiation,Larry Stewart,1984,United States,,31,https://resizing.flixster.com/mrrv0lTejIQrrCnLG6BcO3gLLbM=/206x305/v1.bTsxMTIxNzU2NTtqOzE3MzY0OzEyMDA7MTEzNjsxNjAw,https://rottentomatoes.com/m/1010563-initiation,5.7,gore::slasher,/content/images/the_initiation1984.png
927,Innocent Prey,Colin Eggleston,1984,Australia,,,https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif,https://rottentomatoes.com/m/innocent_prey,,,/content/images/image-404-alt.png
928,Invitation to Hell,Wes Craven,1984,United States,,24,https://resizing.flixster.com/Tz96EnNi_yLpjODuqi63cEf0e0o=/206x305/v1.bTsxMTYyMjkyODtqOzE3MzY5OzEyMDA7NDAwOzU5Mw,https://rottentomatoes.com/m/1010702-invitation_to_hell,5.0,devil::demon::possession,/content/images/invitation_to_hell1984.png
929,Monster Dog,Claudio Fragasso,1984,Spain & United States,,23,https://resizing.flixster.com/Fn2Sc6YJW6VDjzANvZ6L24sFCCc=/206x305/v1.bTsxMjExMjYzNTtqOzE3Mjg1OzEyMDA7MzAwOzM5MA,https://rottentomatoes.com/m/leviatan-monster-dog-the-bite,4.4,home invasion::gore::monster::werewolf,/content/images/monster_dog1984.png
930,Night of the Comet,Thom Eberhardt,1984,United States,82,57,https://resizing.flixster.com/pcqWjpTpf2IEYUkuaGaUy0K3TsU=/206x305/v1.bTsxMTIwODM3MDtqOzE3MzY0OzEyMDA7MjE3ODsyOTA0,https://rottentomatoes.com/m/night_of_the_comet,6.4,zombie::monster::gore,/content/images/night_of_the_comet1984.png
